employee_id,first_name,last_name,position,hire_date,salary,store_id,email,phone_number,employment_status
49bc7cfb-9f9e-4957-adfd-16a8a0f62823,Tammy,Lee,Cashier,2021-01-04,60350.52,b2ff58fb-8d96-4e24-bf13-765f5f9d84ab,stoutdeborah@example.net,001-634-501-5447x1920,Active
3977cc75-2990-4e1f-8255-077950ca5591,Scott,Espinoza,Stock Clerk,2024-02-18,85789.14,6355afd2-8979-4f47-95b3-010940ed6721,jonestimothy@example.com,001-760-987-2570,Active
429104f2-9c3d-4634-ba7c-3dbac935daf1,Ivan,Lowery,Cashier,2024-08-09,25365.98,5f4dfe2a-24a2-4aa3-af72-78ff9feaf8ea,courtney51@example.net,977-996-1104,Terminated
0aba1241-9ffb-42f8-92f7-804a8deb5ea0,Philip,George,Manager,2023-01-14,38110.37,ddcbd191-fe29-4a3c-8fe9-4aeef578ee07,jmiller@example.org,6507577639,On Leave
15c623e5-32ad-4549-abe8-49c16eca0d85,Sheena,Rush,Sales Associate,2023-10-31,56381.69,28f5c7ca-8f01-45bc-8ea7-b33fb7bd058c,emilycaldwell@example.net,001-845-267-4048,Active
e92e4288-0ed9-44b3-8855-b9a05e7e4146,Jennifer,Cunningham,Manager,2020-07-20,79076.69,b341a1a6-0b6f-4010-8c61-564fb96f7353,fsmith@example.net,697.381.1434x3746,Terminated
2c4c786e-aeac-40cd-8350-dae5403fcbcf,Andrea,Bowers,Stock Clerk,2023-02-03,44284.78,7d1c8475-eb1c-4b5d-9949-54a5f8ea1c38,jonbaker@example.com,(691)496-1946x3985,Terminated
85dae8ba-d1be-4173-8b49-7f46f016f8a4,Rachel,Moreno,Sales Associate,2024-06-05,33818.11,1397ad44-1cf1-48f3-a81c-03d83be59f13,lwilliams@example.net,869-543-1880x572,Terminated
9373ff84-e555-409c-890d-4d179297070f,Daniel,Villarreal,Manager,2022-11-10,64122.25,c39615ac-658a-454c-bd6a-c0d55d52d02f,todd56@example.org,(329)767-9109x445,On Leave
cd4c161b-d909-4c69-9909-8e24288ce5fc,Robin,Fox,Cashier,2021-03-19,72158.1,b2b365a9-3e06-4165-a893-187f04006fc8,donovanjessica@example.net,896-815-1353x1224,Terminated
7d47e4ee-2e07-4271-a188-2736fefc567f,Randall,Jordan,Manager,2020-11-25,38986.74,abfbc4f9-7ea4-4180-9a5b-fd4e8a67c0e9,martinantonio@example.net,252-523-6568,Active
95d960ec-a839-4917-9b4b-02d677eecd46,Kayla,Leonard,Stock Clerk,2024-08-17,40103.79,7b516f3a-44d3-4ef0-b6cc-076cd21adeb1,shelbynelson@example.com,+1-893-691-3408x9350,Active
0aecd65d-6919-4f3d-9d21-b8907c875554,Carol,Harvey,Cashier,2022-03-23,49636.59,72b5d105-803e-47ce-a6e8-a412cc9f10b1,alambert@example.org,643.944.9810x16600,Active
602b7952-018a-49a5-b323-8dad8e19217b,Nicholas,Morgan,Sales Associate,2024-07-08,62173.37,9aac1d8b-8d49-4c2e-baee-af81f86ac882,lovecynthia@example.org,814.759.1645x83552,On Leave
d149d8f5-0d82-4f8d-8297-efbaa857862c,Jacqueline,Rivera,Manager,2021-05-31,75878.17,3707b766-469f-44b4-af2a-bb32a71fc5af,csullivan@example.com,001-372-500-7604x9794,On Leave
4e2a570f-cf89-4e4b-a158-fe8ad671044a,Deanna,Alexander,Stock Clerk,2021-01-31,72720.85,739337b2-c0d2-4727-bf4a-8675e0de9668,bcarter@example.net,(850)304-1910,Terminated
f126197c-dc1c-4431-a9b3-069021d47b77,Caroline,Cuevas,Sales Associate,2021-04-08,42036.37,46780425-c79b-474a-99b9-737f18a263f4,colecolleen@example.net,204.334.8568x4915,Active
47ad974f-c8c9-4a51-b096-bfc7b3e6d62a,Emma,Smith,Stock Clerk,2023-07-25,90867.7,e87b37f8-51e9-47fd-814d-98a568bdebf4,zhinton@example.net,9196535441,Terminated
f0efbf38-751a-46f5-b412-8f6426f9df8a,Angela,Alvarado,Stock Clerk,2021-03-10,26153.31,93fad86e-1000-4e90-a226-be055f07cf29,yhernandez@example.org,001-676-481-5479x9011,On Leave
3e4a42e1-de63-4d99-b729-d7531b744ec8,Ruth,Richardson,Cashier,2024-08-14,42002.77,8eeba04b-2828-4d03-8789-0b4b9fa09e11,browngrant@example.net,+1-241-593-9886x34604,Active
2e28a724-3c38-4f91-b79b-aec82ec7b89e,Debra,Garner,Sales Associate,2022-08-28,25145.75,ef830586-2f80-4e00-b0ec-334672a4484d,dpatel@example.net,668.893.3362,On Leave
f8bcc656-ff59-4518-8550-466d5d804272,Ashley,Grant,Stock Clerk,2023-02-24,76866.81,26d477fd-4857-471b-b093-21b1c7117ce0,francismario@example.org,857.740.6572,On Leave
f2a2a282-e183-4ed8-9223-c8bdf260c7d1,Jocelyn,Jones,Cashier,2024-01-13,31469.72,29e3036a-4bcb-4765-98ca-86cd757f1f2f,margaretdunlap@example.net,+1-659-470-7130x755,Active
294b4cec-7495-4b94-892a-ac55ba300c1d,Sarah,Jennings,Stock Clerk,2021-01-07,37830.12,ed579c94-d606-4a44-b6b3-75f91e4bd48b,aclark@example.net,(747)723-4807,Terminated
3a66e358-1b45-4ae9-a88b-deab361ba4b0,Melanie,Lewis,Cashier,2023-02-05,80323.65,ee84dfa1-58fb-480a-ab26-e0817ed362fe,egalvan@example.com,+1-911-450-2966x637,On Leave
74a02d86-4d75-4f08-86a7-077dadbe6aa4,Heather,Taylor,Cashier,2020-07-02,90476.8,5ecb449e-f6a5-4c17-9b34-28285eaab2ac,vmatthews@example.net,+1-522-937-8989x260,Terminated
3dd2131a-5736-4828-b9ef-34d13a04c4d2,Jessica,Gonzalez,Manager,2021-05-10,70844.25,936f4090-f95f-4d53-9a74-efcd40c7cb9b,faithsmith@example.net,(363)464-4826,On Leave
cdf4a1b9-7206-4073-bf79-2862c01017bb,Nathan,Le,Manager,2021-10-24,65908.27,5cba04e1-21ee-4c73-86fb-5b5075503211,oclay@example.net,001-833-662-6265x8934,Terminated
ec74b095-03f9-4bbb-8c50-6a673aa5cbff,Samantha,Boyd,Sales Associate,2022-10-07,29750.24,18be26a1-4cf5-4b21-95c9-aab011d98e3a,shirleyrobinson@example.com,(864)233-6843x905,Active
4a365061-efa1-4703-863c-044a357ea88c,Jenna,Stanley,Manager,2021-10-21,62016.01,1a8d82dc-518d-4bfb-8a05-30f749f83fcd,baileykyle@example.com,217.418.8157x76157,Active
b4510c12-3a70-4d7b-b5a3-e6a202e08e16,Lisa,Castillo,Stock Clerk,2022-02-27,98314.41,a2f27a9d-8dc9-4ea5-b8fe-5447a58341f2,emmaacosta@example.net,001-690-944-5159x35754,Active
4bd4be32-d473-427d-8dc5-6c60b67efe38,Bryan,Fischer,Stock Clerk,2022-01-27,36139.93,2ca8ee09-fefe-4ef4-9ae4-0f6fd7252d7b,zavalamax@example.net,3546542250,On Leave
b455ab02-3ae4-4385-88a6-c01e6d1d3112,Betty,Alvarez,Manager,2020-03-08,64272.05,60e025ba-118a-4d4b-9d8c-6d9e32594e85,kimberlybenton@example.org,(344)365-6599x4900,Active
c94377ae-a347-4a0c-b68d-bee04448402d,Robert,Jones,Cashier,2020-03-18,50847.05,c69c8db6-4d49-4938-9792-b3ffe9fde176,zacharystewart@example.com,(421)894-2309,On Leave
6621f03f-ac4a-4142-8a93-0d79cc202669,April,Curtis,Manager,2020-01-03,25669.9,8bf3e919-1eb8-4374-97eb-07528f206273,victor96@example.org,715-388-4561x51829,Terminated
ea694dee-fa85-495f-bd8a-697eeed9f7f0,Mary,Brock,Manager,2021-09-04,45207.87,9bc79db8-18b3-4013-8e3b-bcbf208d7e1d,mitchelldana@example.com,001-439-657-1673x729,Terminated
a0dca14f-9453-4997-97c9-05d8fa6a1a27,Connie,Cooper,Manager,2020-07-21,58596.33,8c7c287d-4cf6-4ff3-80bd-dbec5822a402,jeffrey31@example.org,001-530-362-2546,Active
4e193e30-0401-4f51-8371-93781bdfff47,Mark,Roth,Sales Associate,2024-05-24,61683.65,175bf866-c3d4-4c3c-92a3-efbd6f3c0c18,thomasjohn@example.com,(257)934-8159,Active
b726a8b6-595d-436b-ae05-a267f477ec1b,Tammy,Castillo,Cashier,2021-01-17,65050.76,807653d7-c4a1-4d7e-bafa-157bdbdd702f,suzannejohnson@example.com,3984949462,Terminated
e337fd89-5bbf-45c5-9d02-f6343d6ba7c7,Jessica,Simmons,Cashier,2022-07-31,41236.47,dcd7438f-f989-47f0-a197-7c31addd3bc7,samuelallen@example.net,+1-686-609-3732x368,Active
c2a3f377-77d1-472a-905a-686fe1f2d7ba,Ashley,Livingston,Manager,2024-03-18,29632.69,8998ccf3-4cf9-466b-9d5b-d8ca82798201,kanderson@example.com,001-361-462-5100x6122,On Leave
81a1f8a1-5346-4efc-a5a4-50f1ff487972,John,Parker,Manager,2020-11-21,63481.5,ed042c61-3b5c-4d64-9dd8-e606ecbf1d68,eileenclark@example.org,(980)891-1870x09629,Terminated
ba78ccbb-fdc7-4993-acab-e43bf0660e9c,Logan,Johnson,Stock Clerk,2022-03-14,96246.89,e1d21acf-7950-4ca3-ba50-79cae16b9142,emilyclark@example.org,433.452.9611x20221,Terminated
c237718a-1525-44d7-a84e-32cd14e0a3f4,Robert,Murphy,Sales Associate,2020-04-01,76314.92,1f55c208-f063-48bc-a0a2-b646e3f43f59,bfreeman@example.com,(960)837-2684x40515,On Leave
87fc90f1-2079-4bb5-a345-e13d61b8e8e3,Jason,Cohen,Stock Clerk,2022-06-01,69145.62,eb1e498a-7e27-4e75-afe2-60e7ad03a810,nclark@example.com,001-906-470-2452,Active
f22a8bc1-4ed8-4bb9-a214-1dfde3c154e6,Tina,Foster,Cashier,2023-11-25,76871.04,96f7f287-1ad2-45ce-85c2-4382631ad1a0,hayesrobert@example.net,357-538-3063,Terminated
c37d1b8a-4b06-43e4-85cb-eb0f2451df39,Wendy,Johnson,Manager,2023-11-06,64934.57,23edaa52-a126-46b2-a364-3ba5be051d6d,barrettshaun@example.org,463.824.7819,On Leave
76bb5790-e3d1-4f9b-8f72-a92010da41cc,Cole,Mitchell,Cashier,2020-02-06,61789.74,20ae830d-cb0d-4e5a-b1d6-6e742fb6ecd0,blairsandra@example.org,419.940.0139x269,Active
f7c75b90-618e-4c05-8911-038c8b33bfcd,Alex,Martinez,Manager,2021-02-01,78153.36,af10bbef-11f1-45ab-8720-46a8fa5a4daf,justin92@example.com,(639)529-6942x6015,On Leave
24dfa37f-60e7-42aa-bc78-36b82bd77b1d,Kyle,Rivera,Manager,2020-03-02,90041.48,3f8b22b7-f811-46ab-ba6f-7fb216805b4b,tmccormick@example.org,001-810-556-3874x12176,Terminated
d5b09d38-afb7-4767-b49a-6df256162582,Roberta,Holland,Cashier,2022-09-16,86729.7,5d9d8aca-af52-4d68-8110-22a8bd98d2e2,eduardoschultz@example.org,468-578-2360x2129,On Leave
3d00bbfb-e114-450e-bb97-0858143ac53e,Michelle,Reid,Manager,2022-09-08,74082.98,dccde78f-cbbc-429a-b82a-2bf1ce19ef4b,holly83@example.org,001-928-555-9060x83843,Active
16734897-14fe-47f8-b703-8e027783fb9c,Scott,Kennedy,Manager,2020-01-22,25460.48,807653d7-c4a1-4d7e-bafa-157bdbdd702f,jobrien@example.net,232.510.0170,Terminated
3338c81d-62b6-47ea-aa66-ca612392e68b,Krista,Bolton,Stock Clerk,2022-06-24,57460.1,2ca8ee09-fefe-4ef4-9ae4-0f6fd7252d7b,tanya04@example.org,+1-388-975-4776x26671,Terminated
1920cc06-4f12-4c1a-98e8-c4ece61faae3,Scott,Walker,Cashier,2020-07-18,74222.78,cbdb25ad-349a-4266-a2ef-e3014276f35e,tina38@example.org,(498)941-2332x0307,On Leave
18ef160a-af45-4281-b040-8a9f3aede181,Donna,Swanson,Cashier,2020-08-11,96549.93,9d94df6e-ce31-4ffe-a905-003ea11d6f9b,taylorkaren@example.org,001-729-554-6273x9783,Active
6bf1a406-c989-43ce-ae20-9c9ca1436060,Susan,Foster,Manager,2020-09-02,41998.26,a3e8d3aa-70c3-4b20-a589-31ba5257a9d5,stephaniemcclain@example.net,001-483-411-8747x1961,On Leave
a4af9fe8-621b-40be-a7bd-4aaf8ec27d6b,Tiffany,Odonnell,Manager,2022-11-03,84455.79,879545de-4066-49a5-928e-18d04de57452,bstrong@example.net,+1-743-819-0203,On Leave
83805784-9359-4c80-83a3-e7792023c74e,Matthew,Burke,Stock Clerk,2021-09-12,82677.54,68b43657-7c00-4381-b0b4-310024e3d6df,olsonkurt@example.net,(889)835-8181x91465,On Leave
2f41470e-d0e2-4b11-ae86-cecaa3509fd8,Brandon,Garcia,Sales Associate,2023-10-27,94576.5,fbcc618c-f41f-4f20-9ea5-f88d8f3cea8d,joseph20@example.net,+1-680-408-3543x94454,Active
8751102d-973d-40b9-ab8b-248b630ea548,Jonathan,Howard,Manager,2022-03-02,74614.69,38dbddca-2da9-4bfe-8ee6-b924014e31f8,heather75@example.com,001-673-843-7376,On Leave
d33e42db-13a9-4306-ae30-04751b80dd6d,Michael,Smith,Cashier,2023-02-24,63240.96,437c99c7-4606-41ff-84d7-56bf8ed41757,melanie80@example.com,(675)630-0943,Terminated
f0359e6a-9a9a-4cb6-a5b0-9e011b826a05,Melissa,Green,Cashier,2023-10-14,74930.05,6e71dc54-a4ef-4b1a-8d06-3556185b1340,sarah66@example.net,560.418.0169x4213,On Leave
0336de5e-8f7d-41e4-b808-420d0daf2119,Katelyn,Herrera,Stock Clerk,2023-09-25,85396.66,26ac18dc-525a-4e3c-a66d-3b65e095df35,tjacobs@example.com,389.298.3896,Terminated
30fc390e-d700-4cae-b069-1c31157e7bb6,Diana,Roberts,Sales Associate,2024-07-13,58463.42,439a03fc-98f2-4dcc-8ee6-eb544876c08b,michael05@example.com,001-215-405-7679x8738,On Leave
9322d0c2-aed9-421f-b192-65a134a184d5,Robert,Mccoy,Stock Clerk,2023-04-13,36521.14,175c7069-8353-4e6a-ad93-b5ff18fe08d5,woodsjesse@example.net,941-404-5033x123,Active
2c8added-de98-4ca6-afb7-1869fb2e4cfb,Matthew,Sweeney,Sales Associate,2021-06-27,44959.55,e56a8467-0eb5-493e-bdb6-53e178f538ee,baileymary@example.org,+1-733-677-4084x4094,Terminated
14777f8b-f974-49ba-82d7-5635c061f24a,Joan,Smith,Stock Clerk,2021-12-25,81648.31,b37e3930-1989-40c5-9c10-6bbcf65561f1,ejohnson@example.com,(739)284-9594,On Leave
7d5396da-3789-4925-86ff-48cdab38688f,Christy,Bartlett,Manager,2022-05-29,63628.78,d86ab9fd-b331-4d60-ba34-419c0f0b8d92,mcculloughdavid@example.org,573-965-5063x381,Active
01a7535b-8313-4a3a-8e9e-024e3e81469d,Gregory,Rodriguez,Manager,2022-05-02,91269.87,3562b338-b0a7-4ae6-b5dd-27145c8c2357,brandi39@example.org,281.926.0834x355,Active
afdfa162-b6db-4e41-883d-d6f15de6bb02,Amy,Holloway,Stock Clerk,2021-08-30,85848.22,3824eca9-b4c2-4252-af5a-6fd33d8bcfbb,georgegarrett@example.com,7706645252,Active
8c76aaf4-76b9-4707-81f8-1da6b99eabe2,Cathy,Howard,Cashier,2020-11-17,52745.71,23fccf06-c5f4-4d3d-a62b-e7e3f711f32e,michael65@example.org,(801)943-2661,Terminated
a8f4ceb7-2274-4f51-810d-494d12fdd53f,Ross,Watson,Sales Associate,2024-02-26,40022.18,1c61f47e-cccc-4c39-8981-2f3a63881c4e,tylerleslie@example.net,3657326315,Active
eababde1-0129-4c8c-9b19-ffc23d595eb6,Michelle,Fleming,Cashier,2021-12-28,67045.72,0a8f877d-d8cc-47eb-b82a-cae2b7553738,pamela83@example.org,332-507-0598x99595,Active
2beca9d4-eaea-4c2b-891b-06494cf9cfd8,Kaylee,Palmer,Stock Clerk,2023-05-13,73423.91,9c127648-1b6f-4eb8-98b9-475e6238b036,wattswilliam@example.org,782.208.9939x7679,Terminated
51cc13c0-11b9-4893-a15d-cee50e3aa734,Cory,Avila,Cashier,2022-01-17,43285.42,a606c0a2-cbf1-415b-ab46-3e70f2e44026,phutchinson@example.net,5937418638,On Leave
7c7e0795-bea2-4bf9-ab5a-59ff3573d757,Jerry,Roberson,Manager,2022-06-27,67306.84,91e19fbe-065c-4454-864a-a43aa7ee44a0,gthompson@example.net,946-831-2192x84231,On Leave
0bf54e4f-ec4d-4a93-b062-b13adf7c734d,James,Reid,Stock Clerk,2023-04-13,90078.6,7ec95f02-9bf1-480a-9aa1-e26c46bd123b,ubennett@example.org,850.998.0421x745,Active
ac676723-25de-4935-a82d-7dd4e78149bf,Traci,Hamilton,Sales Associate,2020-11-08,25646.55,269d7707-99b3-4ac3-9bce-cff30a4da173,brandon80@example.org,599.891.1727,Terminated
47f9faf3-6cdb-4e5f-83a2-d820ed5f7796,Amanda,Vaughn,Sales Associate,2023-12-19,74744.01,ce80745e-265d-46e0-a843-83c7d451c5de,qscott@example.net,830.879.8454,On Leave
84f37431-3cc2-477c-b02a-9fb84974dedb,Patrick,Kaiser,Sales Associate,2022-09-10,86430.19,676e4816-0a1c-4335-957b-1c38671febcb,jacobrhodes@example.org,748.718.8750x8582,Terminated
066cc832-3cc2-4835-9ecf-3cdd0a763c96,Daniel,Williams,Sales Associate,2023-10-18,49330.59,f940ac8e-a5b4-4097-b7b8-b8f4ab1e7278,hsilva@example.com,5099663682,Terminated
b323c2f4-9851-4e2d-b830-339a214da9bb,Hunter,Campbell,Manager,2021-03-24,35262.71,f69005ab-c76b-4b1a-8802-519a7592365d,vjacobson@example.org,2053002937,On Leave
b4549c1a-90e6-4dca-9e63-2b3a36e784d4,Laurie,Mason,Manager,2020-03-19,44062.46,c6802792-3b43-4657-b0af-c34eeaeca8e1,gibsondana@example.net,(325)487-1116x0802,Active
ffe65487-ed76-457f-bdd0-9fece16f2b23,Charles,Wright,Sales Associate,2022-09-26,29109.57,46ccfe05-91ab-4cf9-a462-1c882bb89c04,markellis@example.net,+1-969-837-5745,On Leave
79d62f27-50c8-4bd4-bc8c-630742a2b4ee,Trevor,Morgan,Cashier,2023-05-11,51264.26,639e3a64-c6fe-490b-8ca6-897b6a5dd552,jamesclark@example.net,420.713.9352x527,Active
9f421593-cccf-44b9-97d4-5f960bb57885,Summer,Benton,Stock Clerk,2023-12-23,29952.92,16f6659f-16e4-4f0a-84a3-5344a3cbad0e,heidibrown@example.net,417-528-8077x4041,Terminated
1e5cbc5d-f3cd-41a7-b036-90f4d6b9c6a0,Eric,Copeland,Stock Clerk,2022-03-19,43658.86,c60f70a3-61e4-40c1-9040-d482639c0e27,gloriacarson@example.org,(456)626-5083x136,Terminated
6779d1eb-740c-461e-84fc-96f63f79bd26,Kathleen,Powell,Manager,2022-07-06,30100.43,269d7707-99b3-4ac3-9bce-cff30a4da173,whitemark@example.net,+1-746-734-6997x16823,Terminated
a0073bd6-2a13-4720-a4ca-7ccac2e44760,Nicholas,Fisher,Manager,2020-12-15,58486.03,42fd953a-f9f4-4afa-9a8d-abc64f1bce63,lisa61@example.net,(749)846-5250x4382,Active
7afce24d-f172-4fdf-b090-2c08c0ce2183,Johnny,Cook,Sales Associate,2022-06-08,92946.93,8737b701-4196-4fb2-b540-4dc67e12c7b3,anthonymcintyre@example.com,659-784-1402x73625,On Leave
855e24c6-afd5-4b2a-ab9c-94095051079c,Nicole,Key,Manager,2022-12-19,39826.65,06fade8b-68b7-484f-8930-b3e4c8a23de4,frankrose@example.org,516-626-4575,Terminated
89d51e16-7528-4709-872c-9aa517d65dea,Christian,Anthony,Sales Associate,2022-02-18,76393.99,24ed472f-f015-4cb9-a33f-92a89f74df6f,cynthiabarrett@example.net,449-832-1217x12891,On Leave
b3e96bf3-e237-4c69-bbd1-5a69d4a1d5f9,Lauren,Wilson,Stock Clerk,2024-06-05,28791.71,234cf070-ee2e-4243-b1b4-4df1915527f3,daniellesmall@example.org,296-538-3619x5515,Terminated
a4fee9d3-9301-4ffb-a2b8-80da9ae7affc,Martin,Riddle,Sales Associate,2020-09-30,83779.79,7d1ab618-c7f2-4080-9b8f-054440ed896d,lacey10@example.com,313.449.1567x1885,Active
70944201-b5fb-4d2e-abf8-8351c6db0eb5,Jessica,Barron,Stock Clerk,2020-06-26,84253.6,27288534-2c22-4f24-aeb1-bfbb040ecee2,alicia51@example.net,(480)782-0904x1302,Terminated
94935335-8122-4410-b550-645b0ddf1178,Jonathan,Adams,Stock Clerk,2024-06-24,97649.99,37b51aea-48c5-4c8d-a1f3-02919c168a8b,jose45@example.net,001-904-648-6311x5520,On Leave
a0d74330-4128-413c-97c9-645e8600aa40,Brian,Watson,Stock Clerk,2021-08-22,94972.4,91e19fbe-065c-4454-864a-a43aa7ee44a0,perezstephen@example.org,972.363.8797x55423,Active
2183c978-0fa8-4045-9f7a-d30fd5c39a58,Stacy,Baldwin,Manager,2022-09-15,63867.68,9fa410c3-7a7c-44aa-b767-b0c1aac7f1f3,scottfrazier@example.org,001-856-869-8337x9545,On Leave
335f909e-a3f4-40aa-b940-7c37260a4949,Nicole,Noble,Manager,2021-10-26,75459.89,24a983be-0473-4de8-a5a5-b7c512098774,estradathomas@example.com,+1-295-384-5579x332,Terminated
d5b1ac49-bfba-45fd-a04f-63669a6cb75e,Brendan,Hahn,Manager,2021-07-12,69369.55,c95c98be-3e82-4696-b14e-3bd221529b77,kevin12@example.org,370.813.1696x622,Active
98b2fb5d-155d-44a6-958d-b346daf46836,Gabriel,Pierce,Manager,2021-03-23,79384.71,f7faac7a-1216-43fa-942c-fe54d05e9481,simmonspenny@example.net,261-334-3588,Active
c7785987-a3ec-4d9c-968c-2c851a339dd8,Jean,Bernard,Manager,2023-01-30,34734.11,6eb890ce-9024-467f-914d-7c8a0b31bec5,elizabeth89@example.com,(720)501-1806x844,Active
b8dd11e1-f516-43f4-a0b2-7c6b1357de6c,Cheyenne,Compton,Manager,2023-01-12,90139.22,f3b0727e-4b6a-415c-8a99-f78ebf51ace4,jonpeterson@example.org,656.355.4574,On Leave
6441bf18-2925-4060-a102-1c8e88447900,Brian,Wells,Manager,2022-05-21,44059.47,3562b338-b0a7-4ae6-b5dd-27145c8c2357,ronnie45@example.net,(997)221-8073,Terminated
ec330d59-d0f9-4e2c-9bcd-65d838734a48,Tyler,Bailey,Manager,2021-07-30,53334.96,e5d3a888-d3e5-4301-87cf-a81019d08ccd,davidhernandez@example.org,765-607-0498x2133,Active
0cca2c71-7bb3-4c67-a2f3-9b38163a209f,Peter,Hart,Manager,2022-01-05,27459.15,27288534-2c22-4f24-aeb1-bfbb040ecee2,zsawyer@example.org,360.710.3819,Terminated
b4e67ec9-6167-4d1e-ae16-53771232ffae,Michael,Maxwell,Sales Associate,2022-07-02,93921.7,3ab8dbc9-834e-466f-883f-9b733568cdf1,wolfbrian@example.com,848-619-8065x409,On Leave
9e0ca6c3-d02a-45bf-8aa1-5a5d8228ebb4,Lori,Richardson,Cashier,2021-06-21,34367.53,6cede090-064e-44ce-9b78-47375bebdf94,kristina66@example.com,001-989-448-3403,On Leave
d7de8aaa-7ab5-4d59-9837-dd5d28268063,Sabrina,Smith,Stock Clerk,2021-12-05,31481.63,c942eb59-32a3-4f4a-bf65-f6f6759664be,jordanchristopher@example.com,001-632-350-4111x03199,Terminated
3abd3c69-f58a-438a-8439-7ed86b2aca02,Jennifer,Brown,Manager,2022-12-26,27472.45,f2992060-2242-4ca5-9ea5-7179fbaf5533,christopher97@example.org,266.515.0106,On Leave
fd899188-59c6-4a14-b12b-fa9557f5dccc,Jeffery,Smith,Cashier,2023-03-22,60340.29,1a8d82dc-518d-4bfb-8a05-30f749f83fcd,alyssaramirez@example.org,001-506-399-1593x75517,On Leave
5c92801b-7bef-4ff0-8af6-60d99838507c,Christopher,Hawkins,Stock Clerk,2020-03-17,74432.91,399c27f5-1728-4a1e-a074-ab850aeafb01,martinezderek@example.org,3385872524,On Leave
b5145a04-8d05-4628-8e86-21277b053f42,Stephanie,Gray,Manager,2021-11-19,57758.17,58791a2f-a5ef-4464-b31f-037ad917792a,smiller@example.com,+1-338-564-9072x82027,Active
6bf65452-61fc-4da1-886b-3cca467e8f18,Rebecca,Silva,Stock Clerk,2024-07-09,42807.87,298a073d-40a1-4511-8bfd-83da7619a6ac,nicolemiller@example.org,+1-799-800-6522x0265,Active
2faefec6-63b9-40ab-b85a-21fd70dec529,Christopher,Reid,Sales Associate,2020-09-13,62562.41,fa8f720e-f219-41ca-9e79-ec697d0ac1d1,scott53@example.com,568.686.9570,On Leave
09275e5b-fe84-4660-82f7-ecdf70f89bd4,Lori,Atkinson,Stock Clerk,2023-11-18,82237.22,375c01e2-ffbe-45ed-993c-070845bcbd89,roberto89@example.com,+1-859-950-7194x5102,Active
7f8201df-b8dd-4d7a-93da-cba84a3cb8e4,Carlos,Mooney,Manager,2023-02-05,29339.41,23fccf06-c5f4-4d3d-a62b-e7e3f711f32e,linwilliam@example.com,625.896.1300,Active
94620124-f814-4431-81f7-27cf6c061450,Alexander,Hoffman,Manager,2022-05-30,70521.73,0b8ada67-87fa-4be5-aea6-6d3278ac0c7a,zhernandez@example.net,001-491-628-4539x3341,Terminated
3aaf8a13-ddd5-45dc-927d-32b440c755e7,Daniel,Morales,Cashier,2024-07-16,41309.29,13dc9ec7-eff9-46ef-8f4e-d891eba01f0a,joshua12@example.net,+1-290-715-6837x518,Active
e7de4a08-1aaa-44bb-9c08-3ba1d98f5c88,Kaitlyn,Sanchez,Manager,2020-10-22,61759.12,230e8188-d416-4b46-a3a1-f94d07c4098a,mward@example.net,(998)227-0296x15006,On Leave
253c7d27-05d2-4b34-b21d-5388c5b203f3,John,Key,Cashier,2022-02-21,70730.49,acf73ac2-3268-46c4-a1e8-d845990216ba,amyknapp@example.net,001-338-766-5222x715,Terminated
8178aa4d-9370-439d-8f29-055134ad2a00,Crystal,Hull,Sales Associate,2020-01-03,95052.65,345d4ab5-fdda-4600-b2db-2ee1f389b16d,ramirezgerald@example.com,8095563997,On Leave
e0bd235c-496a-4158-8316-4fdcdf496a2f,Brandy,Byrd,Sales Associate,2021-05-30,33706.1,becaccc3-c068-4480-a5ca-28a0cfb759c1,ograham@example.com,001-912-376-5025x307,On Leave
88a200b8-c164-47e0-877d-57404ed43993,Edward,Jones,Manager,2022-05-19,26146.72,3f9d8f9a-a584-4ff2-a8af-2ffda2cbe809,suzannewells@example.org,(901)396-7808,On Leave
906672a4-e788-4958-b991-f5aa2823ff90,Nicholas,Davis,Sales Associate,2023-12-17,27030.86,9098da1f-5030-417b-a329-0933e27d53a5,allenward@example.org,915.475.7453x41125,Active
599de2ce-eca3-4d82-8540-34e7aee4c642,Wanda,Rice,Sales Associate,2021-03-10,93912.31,bb7bceb9-a740-403f-9ad8-9b1d91f2b614,eric20@example.com,+1-937-725-9536,On Leave
4bd9c1e8-1a0d-46b2-9686-4f910140e9ba,Mark,Ryan,Stock Clerk,2020-06-04,45172.67,72d3321d-0651-4766-b70a-681a848276e0,lmurray@example.org,457.755.1393x39568,Terminated
c2700a3c-c7fb-49e4-ba3b-4a2ba903cdfa,Barbara,Martinez,Stock Clerk,2022-10-19,81999.68,75923d2b-611d-4365-bc9f-d2a4b66c8ad3,iortiz@example.net,2512995703,Active
c65dd592-b458-4901-a881-aa8eb764076f,Carl,Anderson,Manager,2020-04-18,78569.45,fc5334c6-6a61-43c3-81a2-308e3bd6a931,jgonzalez@example.net,385-910-1333,Active
2e362103-f13d-4b38-aa54-2b6753c02c06,Krista,Burke,Cashier,2023-08-28,98116.31,788e6c9e-6fdd-4801-9f12-369dbabaaa08,zlee@example.com,+1-846-321-8073,Active
a9211f7c-b59c-474b-b0cc-33ba24c5db64,Jasmine,Petty,Sales Associate,2023-05-30,81512.75,07dcaae3-6eb9-43d7-b5aa-c3f395bfd122,george92@example.com,001-765-685-4847x8550,Active
