customer_id,first_name,last_name,email,phone_number,registration_date,loyalty_program_status,date_of_birth,gender,membership_level,preferred_contact_method
296f616b-c9fb-425e-b127-a4ad75a8d1b8,Tiffany,Alvarez,mayjon@example.org,927.240.2519x412,2023-03-05,Bronze,1983-11-30,Male,Gold,Phone
e0ccc151-db00-445a-af86-36eef40cac42,Richard,Vance,bjensen@example.net,648.804.5064,2022-02-26,Bronze,2003-12-29,Female,Bronze,SMS
06fde3f0-500b-4a50-a9b7-fe151af65bac,Katie,Conley,vaughanchristine@example.net,323-755-3299,2023-02-24,Silver,1965-11-13,Male,Gold,Email
7404b0d9-3e4a-4aca-a519-2d2f72aa63d1,Joyce,Campbell,jasminelane@example.org,975-669-6155x4787,2022-11-11,Gold,1961-02-22,Female,Silver,Phone
4067020c-360b-4649-a8e8-6ae916403db9,Shelby,Shah,hodana@example.org,(343)974-6069x094,2022-11-28,Bronze,1981-12-17,Male,Silver,Email
b2523d9d-7b0b-4323-83e5-5241dd31886b,Sarah,Price,jilljenkins@example.com,(950)540-2399x513,2020-03-01,Silver,2003-06-23,Female,Platinum,SMS
0028e0ec-3413-4a06-8185-a4547053d853,Elizabeth,Booth,masseytara@example.com,682-302-1155x2555,2022-06-29,Gold,1996-07-30,Male,Gold,Email
fad384cd-6160-451a-a9c8-5b06c26058ff,Matthew,Boyle,ortizmichael@example.net,001-415-442-4228x5005,2021-01-19,Bronze,1968-09-08,Male,Platinum,SMS
be2eb6d3-8b90-4b34-9d6c-57e1b926cf44,Brian,King,gonzalezeric@example.net,(685)249-4323,2024-03-12,None,1953-05-26,Female,Bronze,SMS
05573e91-8e3d-40d8-95d6-94f1143a844e,Amanda,Larson,garciamatthew@example.net,(481)471-4935x22859,2022-01-18,Bronze,2003-10-25,Female,Gold,SMS
8c9f2a35-8fdb-48af-a078-b1c36aec7b99,Jose,Johnson,krista29@example.com,7727062540,2022-04-17,Gold,2004-05-24,Female,Gold,Phone
f8e0a599-c11d-4004-acac-8a3f36423fcb,Kristi,Newman,michael81@example.org,+1-491-209-0355x569,2020-12-25,Bronze,1972-12-11,Male,Bronze,Email
8800ae10-19f3-4987-8358-a24db6a94734,Paul,Luna,haletracy@example.com,(241)792-6265,2023-09-16,Bronze,2001-05-29,Female,Silver,Phone
e9e3d9fb-2236-469c-810b-d2539517445f,Sean,Hughes,jenna47@example.org,915-208-3276,2021-06-09,Silver,2001-06-01,Female,Gold,Email
dc582919-642e-414c-bb66-548541da024c,Sophia,Rodriguez,upark@example.net,001-534-611-1177x9810,2021-01-05,None,2001-03-02,Female,Gold,Phone
3963a3f8-d6dd-4310-afc2-41fc4101a1ce,Michael,Clark,poolehannah@example.com,571-546-5168x8080,2020-10-18,None,1965-07-29,Female,Bronze,SMS
a0ed45ac-cd32-4a73-8ade-6237661d559b,Luke,Jones,dcervantes@example.net,001-465-920-9305x345,2021-07-31,Bronze,1958-10-12,Female,Gold,SMS
921f33cd-a60e-4772-ac26-7ee9dfe51369,Daniel,Martin,griffinjames@example.net,001-386-971-3731x7299,2022-09-27,Gold,1967-04-18,Female,Bronze,Phone
7eb75462-a66c-4a0a-b999-91c0d2c2ed60,Laura,Lam,ayoung@example.net,203.357.1422x6384,2021-07-31,Silver,1981-04-12,Male,Platinum,SMS
bcf96cc2-3af0-41c7-ab1d-9cd5dc56dab1,Joshua,Scott,eddiegordon@example.org,216.871.4958x0813,2023-04-27,Gold,1964-07-23,Female,Bronze,SMS
b4583966-cfe7-4cdd-b88b-ede201a6163b,Tonya,Carlson,jonathanjones@example.org,758-278-8109x5088,2023-10-08,Gold,1996-08-18,Male,Gold,SMS
e04a86a0-e4f5-41f8-9701-42cffe09f330,Robert,Richards,maria18@example.com,001-441-842-1627x85077,2021-09-21,Silver,1985-01-28,Female,Gold,SMS
dbd97fc2-2fc3-443b-a405-3ba54c750f22,Scott,Taylor,tdavis@example.com,506.718.2915,2022-10-10,Bronze,1945-06-05,Female,Silver,SMS
1f08cd5e-2bad-4933-81a2-6daa193aaee3,Kenneth,Park,john98@example.net,001-996-466-2999x2022,2024-04-22,Bronze,1968-08-01,Female,Silver,SMS
32775f50-7eae-4296-ba87-2e262c6cc949,Gabrielle,Webb,reyesjesse@example.net,3615459214,2021-07-06,Bronze,2006-07-31,Male,Gold,Phone
a8c7274e-f530-4b9a-8a0f-935eeaa5881a,Amy,Gill,sheila73@example.org,001-976-844-9310x62631,2022-11-06,None,1973-07-20,Female,Platinum,Email
d85ae4ff-84fd-4cf0-bfb9-53e5a26e53f6,Douglas,Perry,ocook@example.org,(730)495-1677x888,2021-01-03,None,1988-08-30,Male,Silver,SMS
2c856dda-fd96-4f56-b25e-2ad2d1fa1ac6,Justin,Fleming,angela62@example.com,(707)454-0913x54966,2023-04-20,Gold,1952-10-12,Male,Bronze,Email
997a8987-4bf4-439a-9036-ddcd055e5429,Elizabeth,Morse,jtate@example.org,(672)473-5861x062,2023-02-10,None,2003-04-20,Female,Bronze,Email
66e1f982-dd04-4a4b-9e67-f16f8f65349a,Carla,Kaufman,brittanyharris@example.com,001-700-863-5964x330,2024-09-01,Silver,1980-06-04,Female,Bronze,Phone
6ac7d0c0-09a9-44e8-a7fb-e37bab326d56,Anthony,Sweeney,glong@example.com,216.383.5612x7471,2021-07-29,None,1955-08-28,Male,Silver,Phone
df1ad668-a18e-4034-9b48-811d2720baf0,Johnny,Carter,brandoncox@example.net,+1-852-793-7149x98975,2021-12-19,Gold,1945-09-26,Female,Platinum,Phone
0e8f346b-b561-4010-9451-2772290ae316,Julie,Wallace,dunngregory@example.org,335.427.4511,2020-01-04,Bronze,1945-04-30,Female,Gold,Phone
ca8757a2-914b-4029-98e7-413a379d757b,Darius,Hamilton,ebanks@example.net,8046785950,2024-06-24,Silver,1968-10-14,Male,Silver,Email
cf281b4d-9b4c-430c-b340-d69442f7c8b0,Deborah,Oneill,erindavis@example.com,784-500-3228x41703,2023-10-19,Silver,2004-03-20,Male,Platinum,Phone
96aa06ce-8eae-427f-9586-7abbe8d70cf9,Christine,Foster,ibrooks@example.com,7466910435,2021-06-07,Gold,1981-02-13,Male,Bronze,Phone
10677646-7bc1-422b-9dc5-2ce378de3587,Carol,Jenkins,brooke62@example.org,(934)593-0925x899,2023-02-11,Gold,1977-10-01,Male,Gold,Phone
7656b744-e1d9-472f-ac3d-e00becc4f37a,Katie,White,william21@example.net,672-352-0162x162,2024-02-27,Silver,1978-11-03,Male,Platinum,Email
a74e6804-daa6-4b9c-b2e0-247c6847b1b4,Charles,Jones,ylynch@example.net,434.254.8083,2020-11-24,Silver,2006-01-03,Female,Silver,Email
cbbcf36a-3673-46a2-a689-5d8e95c993f3,Sherry,Ward,aliciaromero@example.com,542.373.0258x41018,2021-09-12,Silver,1985-05-31,Female,Platinum,Phone
9f342bba-720a-44e4-9a6a-0adbc41f2249,Susan,Davenport,valeriewilliams@example.com,815.722.9358,2024-03-23,Gold,1964-11-21,Female,Bronze,Email
9e6def84-f496-40e6-8137-77f50459c181,Karen,Hughes,rebeccakelly@example.org,001-751-727-1391x394,2023-02-23,Gold,1959-07-10,Female,Silver,Phone
c173f132-d514-4d4f-9eee-87a91fcef528,Katie,Donaldson,timothyswanson@example.org,924-739-6123x5914,2022-10-05,Gold,1946-03-17,Male,Bronze,Email
61806cfc-4997-488a-8caa-1140bf3346ed,Julie,Bell,kyle75@example.org,239-999-0764x51259,2021-12-15,Silver,1998-03-26,Male,Platinum,Phone
25664be8-9e2d-4cbd-8e0c-ccd98ffbe6d8,Bruce,Carlson,daviddennis@example.org,(359)452-7062,2023-07-10,Silver,2001-05-19,Female,Bronze,SMS
de974881-46ca-458f-98cd-757c8c381be3,Bobby,Lewis,cdiaz@example.com,430-708-0029x709,2020-01-22,Bronze,1955-08-14,Male,Bronze,Email
332de124-5e62-40d3-aabc-98cfe1492132,Robin,Park,robinsonamber@example.org,(587)802-6103,2023-11-09,Silver,1975-10-02,Male,Platinum,Email
2fc16a97-7abd-446b-ac9c-1f9c9d0abca7,Jared,Suarez,bsmith@example.org,(360)618-9785x91289,2020-02-11,Silver,1947-08-18,Male,Bronze,SMS
c608fa00-babc-4c24-9c1a-4a98110c24ba,James,Brennan,hquinn@example.net,+1-218-361-0313,2023-10-08,Silver,1985-12-02,Male,Platinum,Email
2783f985-31bb-4f67-bfa4-19fd7a80152c,Jessica,Gray,jessica20@example.org,244.480.1288,2023-06-21,Bronze,1997-11-29,Male,Bronze,Email
fbbddb37-9654-4082-887a-d7320d930688,Diane,Morgan,annedickerson@example.com,001-964-768-0614,2021-08-17,None,1985-02-02,Female,Bronze,Phone
6907dfc0-cf58-47dd-a31c-2319a5424df0,Dennis,Collins,jacksonmelissa@example.com,572-394-0630,2020-07-22,Bronze,1954-11-09,Female,Gold,Phone
9e95b37b-1117-4292-a346-3c4dee0ef167,Jason,Garcia,robin89@example.org,+1-246-210-5713,2023-12-04,None,1954-09-04,Female,Silver,SMS
f0d7fe64-6bac-4858-a726-dc4722c25c54,Tiffany,Smith,doconnell@example.org,545-303-2222x9413,2023-11-30,Bronze,2003-02-20,Female,Gold,Phone
c44295f4-e0b2-490a-baed-81853f510cdf,Douglas,Wood,daviscorey@example.com,537.730.8952x8937,2022-12-08,Silver,1995-09-03,Female,Bronze,Email
6d432a8e-563b-44e2-a57b-2ffe420b25a6,Mark,Ramos,frederickjohn@example.org,975.220.1724x698,2023-01-01,Bronze,1990-08-12,Female,Platinum,Email
42e6090f-fb24-49fc-a8c2-96909d9ecc99,William,Cabrera,gilesanna@example.com,(891)704-2290,2020-06-24,Silver,1984-10-20,Female,Platinum,Email
1687266e-631d-4219-9b25-e20e41054b7d,Julie,Parker,alvarezbrian@example.org,+1-288-231-8264x761,2024-05-28,Gold,1963-06-15,Male,Gold,Phone
d986ba9e-f869-40e1-b9aa-9b92abbde831,Elijah,Johnson,doylerobin@example.org,465.708.0958x704,2020-06-03,None,1950-02-08,Male,Platinum,Email
54b8a066-ecd4-40d8-a641-e126faf03eca,Sarah,Nielsen,sheilagibbs@example.net,001-675-692-8572x742,2021-07-22,Silver,1950-08-30,Male,Silver,SMS
9b75bd79-a608-4ef9-92b7-759b54f0bc72,Victoria,Page,smithwilliam@example.com,+1-891-285-7148x53061,2024-08-04,None,1985-05-26,Female,Gold,Email
70e2de69-4833-44e2-9834-8f4257668b2e,Melody,Salinas,tina89@example.net,470-663-5415,2020-07-04,None,2001-09-05,Male,Bronze,Email
bff3f1e1-45d2-413c-a904-5338a8fcf6ad,Dennis,Wilson,michaelward@example.com,+1-869-957-1621x69797,2022-03-02,Silver,1992-09-15,Female,Bronze,Phone
7a4b80a7-7720-4919-8251-d9998664f89a,Charles,Holmes,meganvillarreal@example.com,+1-601-445-2115x554,2022-05-29,Gold,1978-01-31,Male,Silver,Phone
1ac4e680-a702-4c0f-a24b-5c7d8140fc81,Dustin,Price,wriley@example.org,(938)609-6270,2023-09-10,Silver,1961-09-11,Male,Bronze,SMS
6f90fb14-0798-4026-b9f1-393de9f62fa4,Daniel,Robertson,daniellewest@example.com,(282)912-6752x0230,2021-08-27,Gold,1997-05-10,Male,Gold,Phone
75a76386-6146-4411-b908-9671e8a00899,Stephen,Lyons,samanthathomas@example.org,+1-474-645-1466x2579,2020-04-09,Gold,1998-06-19,Female,Gold,Phone
4aa4eed9-aa95-480e-9d2d-fd678a6529de,Denise,Peterson,wilsonmary@example.org,6507920233,2020-12-16,Silver,1951-08-03,Male,Platinum,SMS
7ccb8928-57cc-4a74-b2bb-8ad8d029d446,Leah,Drake,zgray@example.net,(708)248-1188x0633,2021-11-26,None,1968-05-10,Female,Bronze,Email
962484ec-d911-467b-8b14-794b2bb89ff3,Gabriella,Johnson,cfrancis@example.org,(249)862-7104x0241,2023-10-07,Silver,1972-01-20,Female,Gold,Email
84d7508a-f6b4-4358-af76-291cca962158,Sean,Holt,stephanievasquez@example.net,(326)929-3589x8747,2023-02-23,None,1990-01-19,Male,Gold,Email
a0e68d48-5f58-4ccc-8eca-234e690a69aa,Antonio,Adams,ashley43@example.org,001-366-350-4145,2021-05-25,Bronze,2005-11-16,Female,Gold,SMS
8e254885-4051-4ef5-9e75-a78aee91ceb4,Julie,Watts,garretttony@example.org,278.349.4316x150,2020-06-20,None,1948-11-23,Male,Silver,Phone
97444651-af15-44be-b62f-e7fa4f2c2b1d,Robert,Roberts,omartinez@example.org,556.953.3390x316,2022-06-24,Silver,1987-01-08,Female,Gold,SMS
3aee7734-9944-4e63-9bf7-e947f38e1c9f,Ana,Boyer,david61@example.com,797.320.6992x496,2022-02-12,None,1999-09-06,Female,Gold,Email
0c0d1e7e-5481-4742-aa96-ff1a307e12f0,Eric,Parker,burkebilly@example.org,001-850-656-6647x40048,2022-05-25,Bronze,1960-08-26,Male,Bronze,Email
3ee0c436-96ff-4f13-b9fc-aab7619f845a,Erika,Gomez,nicholas34@example.org,(545)994-7579x535,2020-09-18,None,1962-11-13,Male,Bronze,Email
3d42b671-948c-43e2-90bc-25f155b614e8,Kelly,Harris,christina59@example.com,522-493-2240,2020-03-25,Gold,1964-12-27,Female,Silver,SMS
2e4d431d-f772-4d68-ba95-263be8fd43a5,William,Butler,don28@example.org,774.443.3458x697,2023-12-04,Bronze,1954-04-12,Female,Silver,Email
e8c46f9e-3c8c-42f2-bacd-ac070a9ff76f,Anthony,Duffy,james20@example.com,001-338-200-6561x278,2021-04-27,Silver,1968-09-19,Female,Gold,Email
e853808b-8852-4c8a-8f26-f5b08d1169cd,Robert,Ross,adkinscheryl@example.net,610-597-9361,2022-01-30,Bronze,1963-05-29,Female,Silver,SMS
a8e9333e-778f-4818-96ed-8ae17b065472,Antonio,Romero,barnesstephen@example.net,001-760-989-0678,2020-12-21,Silver,1947-06-06,Male,Gold,Phone
05c79e3b-00d7-4d79-a978-b73d75204ca6,Ray,Taylor,qhaynes@example.org,+1-371-322-9393x6414,2023-04-11,None,1964-08-06,Female,Silver,SMS
45654112-4794-4e97-8042-169f60bb5b87,Diane,White,grussell@example.com,495.295.2655x98406,2020-02-11,Gold,1961-10-28,Female,Bronze,Phone
23a0ddf3-5c49-4e95-ab66-27de3421b1b7,Ethan,Barnett,jamesquinn@example.net,(898)526-4962,2023-09-04,Bronze,1969-01-30,Female,Bronze,SMS
606632b7-63dd-4721-9f9b-d0f457b70f8d,Jorge,Elliott,lucaswilliams@example.org,5646030295,2021-02-22,None,1994-02-28,Male,Gold,SMS
9546f256-0511-4e5a-8272-11dfae568ce9,Janice,Eaton,vramos@example.com,(386)517-4514x522,2021-06-07,Silver,1986-10-05,Female,Silver,SMS
230e1746-3e07-4438-ada3-1200f5cf2a53,Paula,Thompson,xwalton@example.com,787-759-5166x71568,2022-03-02,Gold,1943-11-01,Female,Platinum,SMS
80495c91-9842-4c43-8f67-bffc055a77cb,Steven,Ross,cnguyen@example.org,606.383.9595,2023-11-02,Silver,1972-06-15,Female,Silver,SMS
05a71b45-f33d-4f2f-94b3-8391ae8e32e9,Kathy,Page,reedcaleb@example.com,263.371.7852,2024-08-28,Silver,1954-09-10,Male,Platinum,Email
de0eaf7c-cd9b-416e-acf5-9ca6fdb99fdc,Brianna,Allen,edwardsalice@example.org,(596)777-9759x43528,2021-09-11,Silver,2000-03-16,Male,Silver,Email
83a19576-13eb-4c64-9050-c72e630723fb,Logan,Lara,taylormatthew@example.org,(525)283-2513,2022-06-04,Silver,1958-11-27,Male,Platinum,SMS
e8ae91ff-d59a-4b26-abc2-4ee618d77ba6,Mary,Davis,kathleenjones@example.com,+1-609-781-2992x50328,2023-03-07,None,1984-01-09,Male,Silver,SMS
9f88a79f-5f58-4b41-b628-32b36a24e1a6,Joshua,Sims,martinstephen@example.net,825-216-9544x8226,2023-02-25,Gold,1963-12-07,Female,Silver,Phone
cefe8fbf-d284-41c7-a006-700c88bc2b00,Jenny,Fields,perezlisa@example.net,+1-646-327-0330,2022-10-15,Gold,1991-06-06,Male,Bronze,Email
8c6524ff-7785-428f-8ae6-990110451f03,Robert,Thompson,elizabeth76@example.net,431-638-6328x123,2022-05-02,None,1947-09-22,Female,Gold,Phone
4f2322ca-ce27-4894-87e0-27bea212ff4c,Julia,Mcdonald,oalvarez@example.org,796-219-5640,2020-11-26,Silver,1989-05-19,Female,Platinum,Email
67d65850-29e6-4551-b63d-1b3aa78684c2,Jeffrey,Rush,ybrown@example.com,+1-895-663-5204,2022-11-04,Silver,1986-12-11,Male,Platinum,Phone
db87c138-8d2a-420f-a5e5-47003a8299e9,Shawn,Mcintyre,laurierandall@example.org,+1-820-516-4779x2488,2023-01-25,Silver,1948-08-22,Male,Silver,Phone
fc9af89d-3d42-4eaa-84e5-9339ddadd7aa,Dawn,Simmons,sramos@example.net,(854)551-1537,2020-06-03,Bronze,1951-01-21,Female,Silver,Phone
3058aa47-02da-42d7-b270-dde16b2d2f6b,Anthony,Farmer,zavalaamy@example.com,8595935317,2021-07-01,Silver,1948-01-20,Male,Bronze,Phone
0b447c9c-1425-4fa8-b4f4-c11f8b911bf2,Kevin,Holder,traceyblair@example.com,+1-678-285-9764,2022-11-03,None,1976-02-04,Male,Gold,Phone
aaf44138-e7b3-4da1-8d35-80daec25cff3,Samuel,Mcintyre,afrank@example.com,001-786-835-4065x49886,2023-01-21,Bronze,1962-08-30,Male,Silver,Phone
43081def-fee8-4216-902a-50020e7755da,Allison,Burns,reidrichard@example.net,446-258-6831x9041,2021-12-22,Gold,1983-08-09,Female,Platinum,Email
e9d809ab-0816-48f5-93fa-9a2e8abe37d7,Michael,Rodriguez,flowerscaroline@example.org,+1-966-490-8739,2023-06-24,Gold,1949-04-13,Male,Silver,Email
1b68ed0e-20af-4e51-820d-737a8c156cc2,Margaret,Wolf,matthew70@example.com,(660)485-2089x92208,2023-12-05,None,1988-03-09,Female,Silver,Phone
99254ce6-c726-415a-9f62-543507a81d07,Patricia,Moyer,michelle89@example.org,819.871.2334x2083,2023-07-07,Bronze,1989-03-30,Male,Silver,SMS
4e2e6796-7077-4bfb-b272-8bf2a0669cee,Maria,Rich,denisejohnson@example.com,434.454.6670x8421,2022-02-04,Bronze,1965-05-28,Female,Silver,SMS
f8b9aef6-b293-43f1-be28-8cac8ac49362,Jessica,Cooper,bryantsamuel@example.net,001-484-255-1280x94083,2022-05-15,None,1985-01-06,Female,Gold,Phone
801c7bdb-57d2-41e3-b9f2-b7d59edcbf9a,Donna,Torres,jeffreyparrish@example.org,+1-578-400-0514x1899,2020-11-13,Silver,1959-02-24,Male,Platinum,Email
01ed7aeb-1b77-4499-aa20-98bb099e6fe8,Dillon,Smith,njacobs@example.net,001-278-481-0787,2020-12-13,Silver,1973-09-04,Female,Gold,Phone
912a443a-6378-41eb-922e-aa6ec553c56d,Andrea,Gonzalez,emilycarr@example.com,(935)998-0995x54506,2023-08-06,Silver,1968-10-04,Female,Bronze,Email
88df0909-1a0e-4f68-9ed0-4034d07ea209,Jenna,Pruitt,adammurphy@example.org,213.288.2075,2020-03-12,Gold,1998-05-09,Female,Platinum,Email
49d2a3fc-7c4c-435e-98ff-16d8bb99ddd1,Laura,Campbell,muellerrussell@example.com,(769)242-8027x113,2022-03-16,Bronze,1980-07-06,Male,Silver,Phone
4994f15d-4d95-41b0-bdf9-688b2efeb7b6,Michael,Ford,michael04@example.net,388-747-7614x3027,2020-11-17,Bronze,1949-10-07,Male,Bronze,Email
83ba03f0-c3dc-4892-ab83-c7a0bd4900fd,Natalie,Good,kfields@example.com,(465)241-0891,2022-04-17,Silver,1966-03-28,Male,Silver,Email
d7f5432f-118f-4e9c-a607-8e430ef61e9f,Jacqueline,Harrison,swashington@example.com,916.475.3410,2021-10-21,None,1986-03-02,Female,Platinum,SMS
e9f958a0-fa6a-49cc-b4ba-05c9afcc9b8f,Joseph,White,williammartinez@example.com,5828932628,2023-09-21,Gold,1982-12-01,Female,Gold,Phone
d24c4577-1adc-4f57-82dc-6313f20227e0,Ashley,Vargas,olsonalexa@example.net,962.896.0486,2023-08-03,Gold,1985-08-06,Male,Gold,SMS
af5ff592-42fe-4e10-a32c-e0e0e4b70766,Barbara,Hernandez,megan50@example.com,436-408-9078x49600,2022-10-16,Silver,1951-10-12,Male,Platinum,Phone
3b0a1f58-8dea-4b8b-baaf-95ce222b998b,Lucas,Davis,james48@example.org,(410)382-4654x4694,2024-08-04,Gold,1958-04-15,Male,Silver,Email
85c9b69f-c5ab-44e6-bea9-c36feff738f3,Kevin,Romero,williamsmichael@example.net,(312)738-8575x8490,2020-12-18,Silver,1971-09-19,Male,Silver,Phone
ed96f2f7-7531-4861-9747-346fae34217f,Donald,Wells,jnguyen@example.com,(301)653-9149,2021-09-02,Silver,1974-12-10,Female,Gold,Email
e242f112-64df-4398-8707-00210d2cd2f5,Jorge,Ramos,agallagher@example.org,001-711-208-5710,2022-05-28,Gold,1967-05-07,Male,Platinum,Phone
c99f7eb1-cb90-4705-beac-1833f526a246,Christopher,Burton,christina29@example.com,+1-299-622-9520x7760,2023-09-11,Bronze,2003-01-06,Female,Gold,Email
8e860b74-d559-4176-ba6e-760e42e7d7b0,Melanie,Johnson,brownjeffrey@example.org,814-269-6963x2215,2024-03-11,None,1944-09-15,Male,Platinum,Phone
864bd7ff-0268-4a92-b60e-3078d107fee9,Jackson,Frank,david08@example.net,500.785.1287x577,2023-02-21,Bronze,1961-10-15,Male,Platinum,Email
0ea05aec-4117-4cee-935a-f60f1e7193aa,John,Lawrence,zjohnson@example.org,951.530.2364x7411,2022-11-05,None,1967-02-18,Female,Bronze,SMS
51baef8e-57f5-4772-8184-1db22b9daeaf,Amy,Mclaughlin,thomastammy@example.org,585-500-3102x786,2022-12-13,Silver,1962-04-22,Female,Gold,SMS
cad32ba3-fcce-4bb3-a606-c5d8f7830d37,Jasmine,Walker,gonzalezshawn@example.net,001-460-865-4753x4782,2024-05-22,None,1996-11-29,Female,Bronze,Phone
e9027a44-aa71-410f-b03e-8a8d71805bc3,Melissa,Foster,dbennett@example.net,+1-981-437-8119x2732,2022-08-05,Silver,1972-05-05,Female,Platinum,Email
65fb0672-3ec1-4eb2-80df-bea50496a29b,Regina,Garcia,murraykeith@example.org,+1-923-936-5811x868,2020-08-20,None,1953-08-05,Female,Platinum,Email
e346a007-784a-4b27-8f2d-9b2d483a127a,Shawna,Orozco,srandall@example.net,(712)956-9988x82077,2021-08-26,Silver,1961-09-17,Female,Gold,Email
b37e4cb7-de17-4209-af7d-6be03ef33082,Renee,Palmer,sandravargas@example.org,001-553-615-6092x3463,2023-02-24,None,2004-02-29,Female,Silver,SMS
bf4e5010-e097-4c53-b87c-006ee44b5caa,Ronald,Lopez,hawkinsjessica@example.com,466.599.0611,2021-09-05,Bronze,2002-02-24,Female,Gold,Email
6d4c1de5-5173-422b-a8a6-f1a3ba6e3755,Harry,Roberts,markkerr@example.net,+1-509-405-6660x445,2020-10-23,Silver,1991-02-01,Male,Bronze,Email
645b7ddd-68a4-4876-89c3-7e2d42e5aa4f,Frances,Spears,melissamontgomery@example.org,+1-547-834-9425,2022-11-22,Silver,2005-11-28,Female,Platinum,Email
45bfb5a2-cee4-49a5-9a71-589f169f7764,Bobby,Martinez,mariah47@example.net,+1-521-214-9121x642,2023-05-16,Gold,1991-12-12,Female,Gold,Phone
d8a8f7aa-1b09-4de4-8a9d-04957c68ce07,Michelle,Keith,dgreen@example.net,628.334.4992x704,2022-04-14,Gold,2001-05-22,Male,Bronze,Phone
5e07926a-fecb-47ff-aea4-9ab59a2865b8,Tamara,Wade,kyle47@example.net,(517)331-0756x989,2023-11-03,None,1983-09-23,Male,Bronze,SMS
8020c3cb-c38c-47bf-821e-74096ba42e78,Leslie,Thomas,gwagner@example.com,+1-780-376-3575x770,2020-04-10,Bronze,1963-10-17,Female,Bronze,Email
106a55ba-7ba1-4a6d-a489-4fe7a0ca8111,Sarah,Herrera,mwright@example.com,001-231-857-1949x18565,2022-01-13,Gold,1999-09-11,Male,Silver,SMS
d55dbc26-fb0f-4f5d-9fb3-fc5479dd9b33,Steven,Cooper,ujones@example.net,(921)459-6081,2020-03-10,Gold,1997-06-30,Female,Silver,Email
844f03d4-0995-4d70-ba05-f0c48fdde680,Vicki,Andersen,mikewhite@example.net,495.477.1790x544,2022-10-04,None,1946-11-05,Female,Platinum,SMS
f977e054-ae7a-49e4-9dfe-9c64db90ee06,Eric,Hayes,danamcdonald@example.net,339-607-3426x6690,2023-08-22,Silver,1976-10-04,Male,Gold,SMS
b779831c-7043-4e70-bde5-1000a76282bf,Christopher,Small,millertiffany@example.org,514-487-0059x0449,2021-01-20,Gold,1985-12-28,Male,Platinum,SMS
64bd69fa-3019-4c3d-974c-dc821db3f586,Allison,Davis,carla34@example.net,+1-799-542-2556x26882,2024-01-17,Bronze,1964-09-07,Male,Gold,Phone
ff5dd64a-42ca-468b-8a47-1ed16e7ca0e2,Dawn,Patel,lpetty@example.com,973.835.8180,2023-08-13,Bronze,1952-01-20,Male,Bronze,Phone
bd2eb09c-4877-4790-88b2-51a6e7fe1d5d,Keith,Drake,margarethubbard@example.net,(935)476-2761,2021-01-19,Bronze,1951-04-29,Female,Gold,Phone
dd822792-719e-4b67-8b09-44c3fbb01ec4,Kathryn,Wolf,ejenkins@example.com,779.571.9132x6763,2021-11-14,Gold,1995-12-04,Female,Silver,Email
d4012b46-8d75-4f18-8246-e8b30c1ee754,Hayley,Watson,hayesmichael@example.net,918.799.9645,2022-07-31,None,1944-02-01,Female,Gold,SMS
cc2d95ab-77ad-435c-858c-04bcd14592c0,Sarah,Rojas,dixonraymond@example.org,001-250-741-6480x5251,2021-02-13,Gold,1996-12-13,Male,Bronze,Email
0ba41a7b-c363-4a95-ac0b-102d8c8e6a15,Miguel,Harvey,robertmoore@example.com,(258)442-5775,2020-06-02,Silver,1973-07-24,Male,Platinum,Phone
23f84944-c687-4d8c-9f50-2024c6914952,Elizabeth,Snyder,taylorjesse@example.com,356.495.4759x357,2022-12-22,None,1971-04-15,Male,Gold,Email
98826ca5-09e4-420a-86fc-39d981428c3c,Kevin,Jacobs,angelica49@example.com,+1-571-793-1278x923,2023-09-08,Gold,2001-03-24,Male,Bronze,Phone
3cc7701e-5a76-4512-80f0-5d0db84c1701,Brandon,Adkins,chelseabowman@example.net,2058314262,2020-05-09,Bronze,1953-06-24,Female,Platinum,Phone
a22cad1d-f449-4275-809e-8acc1f3f1963,Anthony,Trujillo,catherinemiddleton@example.com,(263)261-9199,2022-05-08,None,1946-06-13,Female,Silver,Phone
2aaef1dc-cda9-4bcf-a51a-047dfc57bd2a,Christy,Miller,joseph98@example.org,283-249-2532x61986,2021-08-07,Gold,1950-08-07,Male,Gold,Phone
09db59c2-6557-45ae-a518-81226d3b0deb,Sergio,Mcintyre,crystal03@example.org,(347)473-8152x00663,2020-03-20,Gold,1981-07-14,Female,Bronze,SMS
f8145305-c0de-4f68-9754-171564751a8e,John,Yates,paul93@example.org,(893)632-3632x0983,2020-12-17,Gold,1969-05-04,Female,Platinum,Phone
d3ba1228-1b7c-4e2b-a0c0-b1708b9f5a66,Steven,Stafford,justinrich@example.org,948-239-6635x3155,2021-10-13,Gold,1997-12-14,Male,Gold,Phone
3e508de8-61d5-4a55-997d-531ea65f6779,Mary,Flores,kimberly59@example.com,+1-571-224-0721x671,2023-05-19,None,1996-02-23,Male,Platinum,Phone
8d76fc1b-69dc-4ee8-93ee-13a25dcb3e15,Alyssa,Woodward,jamesdelgado@example.org,(401)488-4670,2020-12-10,Silver,1970-11-08,Male,Gold,Email
cd8bc44b-d4fb-4804-bd34-7ca281346269,Virginia,Hernandez,jacob93@example.net,001-981-539-0879,2020-06-25,None,1954-12-07,Female,Platinum,SMS
